株主ID,株主名,性別,年齢,職業,市,地名
453,安井,男,48,調理人（給食）,つくば,小田
454,庄司,男,21,調理人（食堂、居酒屋、弁当店、その他）,つくば,北太田
455,大内,女,50,調理補助、調理人見習,つくば,大形
456,茂木,男,51,食堂作業員（洗い場等）,つくば,下大島
457,荻野,男,52,クリーニング等の生活衛生サービス,つくば,小和田
458,松島,男,53,保育・介護補助、冠婚葬祭、その他サービス,つくば,山口
459,日高,女,23,施設介護員,つくば,平沢
460,下田,男,55,訪問介護員、ホームヘルパー,つくば,北条
461,向井,男,56,介護支援専門員、ケアマネージャー,つくば,君島
462,塚田,女,57,老人福祉施設指導員,つくば,泉
463,石黒,男,58,障害者福祉施設指導員,つくば,小泉
464,奥野,男,24,児童福祉施設指導員,つくば,田中
465,西本,女,60,福祉相談員、ケースワーカー,つくば,田水山
466,広田,男,30,その他の福祉専門職,つくば,水守
467,竹中,男,31,福祉施設管理者,つくば,上沢
468,嶋田,男,32,保育士,つくば,山木
469,栗田,男,33,保育補助（その他サービスを含む）,つくば,明石
470,福本,男,34,学童保育・放課後児童クラブ等指導員,つくば,高野原新田
471,藤川,男,35,幼稚園教員,つくば,作谷
472,北野,男,36,小・中・高等学校・特別支援学校等教員,つくば,寺具
473,藤野,男,37,専修学校・各種学校教員,つくば,安食
474,宇野,男,28,職業訓練指導員、研修講師、その他の教員,つくば,上菅間
475,川原,男,39,学習塾教師,つくば,中菅間
476,丹羽,男,40,スポーツインストラクター,つくば,池田
477,谷川,男,41,習い事・その他の講師、インストラクター,つくば,磯部
478,小谷,男,42,図書館司書,つくば,洞下
479,青柳,男,25,学芸員,つくば,筑波
480,吉本,男,44,学校カウンセラー,つくば,沼田
481,竹下,男,45,医師、歯科医師、獣医師,つくば,国松
482,竹本,男,46,薬剤師,つくば,上大島
483,藤岡,男,47,看護師,つくば,神郡
484,古谷,男,24,准看護師,つくば,臼井
485,緒方,男,49,看護助手,つくば,大貫
486,平川,男,50,保健師、助産師,つくば,杉木
487,亀井,男,51,理学療法士、作業療法士,つくば,小沢
488,藤村,男,27,臨床検査技師、診療放射線技師等,つくば,漆所
489,高島,男,53,歯科衛生士、歯科技工士,つくば,和台
490,三輪,男,54,歯科助手、歯科受付,つくば,上境
491,篠崎,男,55,栄養士、管理栄養士,つくば,中根
492,藤沢,男,56,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,栄
493,窪田,男,57,言語聴覚士、その他の保健医療専門職,つくば,松塚
494,宮原,男,58,動物病院助手、その他の助手等,つくば,松栄
495,根岸,男,59,医療事務・受付、調剤薬局事務,つくば,大
496,高井,男,60,金属材料製造、金属加工、溶接,つくば,横町
497,下村,男,24,自動車組立、輸送用機械組立・整備,つくば,金田
498,高瀬,男,31,自動車整備工,つくば,古来
499,山村,男,32,電気・電子・通信機器等組立・修理,つくば,吉瀬
500,小澤,男,28,光学機械、その他の機械組立・修理,つくば,上ノ室
501,川本,男,34,食料品製造・加工,つくば,上広岡
502,柳沢,男,35,衣服・繊維製品製造、パタンナー,つくば,上広岡字野田
503,横井,男,36,化学製品、窯業・土石製品の製造・加工,つくば,下広岡
504,吉沢,男,37,プラスチック製品、その他の製造・加工,つくば,大角豆
505,武井,男,38,ＤＴＰオペレーター、印刷、製本,つくば,倉掛
506,出口,男,39,ＣＡＤオペレーター、製図、写図、現図,つくば,妻木
507,小森,男,40,塗装、看板制作、その他生産関連,つくば,柴崎
508,竹村,男,41,製品検査,つくば,岡村新田
509,長野,男,42,生産設備オペレーター（制御・監視),つくば,東岡
510,志村,男,43,工場労務作業,つくば,花室
511,宮沢,男,44,建築技術者（工事監督、設計技術者等）,つくば,栗原
512,平松,男,23,土木技術者（工事監督、設計技術者等）,つくば,上野
513,臼井,男,46,測量技術者（測量士、測量士補）,つくば,天王台一丁目
514,黒沢,男,47,ソフトウェア開発技術者、プログラマー,つくば,天王台二丁目
515,福岡,男,48,その他の情報処理・通信技術者,つくば,天王台三丁目
516,溝口,男,25,電気・電子・電気通信の開発・製造技術者,つくば,天久保一丁目
517,田原,男,50,機械・自動車等の設計・製造技術者,つくば,天久保二丁目
518,稲田,男,51,食品・その他の技術者、研究者,つくば,天久保三丁目
519,浅田,男,52,経営、法務,つくば,天久保四丁目
520,奧村,男,22,ウェブデザイナー,つくば,吾妻一丁目
521,柳田,男,54,デザイナー（ウェブを除く）,つくば,吾妻二丁目
522,筒井,男,55,カメラマン、記者・編集者、その他芸術,つくば,吾妻三丁目
523,永野,男,56,通訳、翻訳,つくば,吾妻四丁目
524,大原,男,25,カウンセラー（医療・福祉施設を除く）,つくば,竹園一丁目
525,瀬戸,男,58,司書、その他の専門職,つくば,竹園二丁目
526,冨田,男,59,大工,つくば,竹園三丁目
527,林田,男,60,配管工,つくば,千現一丁目
528,大平,男,27,左官、タイル張・内装・防水工等,つくば,千現二丁目
529,手塚,男,31,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,並木一丁目
530,篠田,男,32,建設機械・クレーン等運転工、玉掛,つくば,並木二丁目
531,入江,男,33,ダンプカー・ミキサー車運転手,つくば,並木三丁目
532,北原,男,34,建設・土木作業員,つくば,並木四丁目
533,福永,男,28,舗装・線路工事・掘削等作業員,つくば,梅園一丁目
534,矢島,男,36,電気工事作業員,つくば,梅園二丁目
535,富永,男,37,通信設備作業員、送電線等架線・敷設作業員,つくば,桜一丁目
536,小出,男,38,採掘,つくば,桜二丁目
537,湯浅,男,39,建築技術者（工事監督、設計技術者等）,つくば,桜三丁目
538,鶴田,男,29,土木技術者（工事監督、設計技術者等）,つくば,筑穂一丁目
539,沼田,男,41,測量技術者（測量士、測量士補）等,つくば,筑穂二丁目
540,堀口,男,42,施設警備員,つくば,筑穂三丁目
541,岩瀬,男,43,道路交通誘導員,つくば,豊里の杜一丁目
542,高松,男,22,雑踏警備員,つくば,豊里の杜二丁目
543,長岡,男,45,その他の保安・警備・監視員,つくば,南原
544,山岡,男,46,管理人（マンション、アパート等）,つくば,旭
545,大田,男,21,管理人（駐車場、駐輪場）,つくば,西沢
546,澤田,男,48,ビル設備管理員、ビル管理人,つくば,西原
547,石崎,男,49,管理人（寄宿舎、寮、その他）,つくば,長峰
548,大槻,男,50,機械設備運転（クレーン、ボイラー、発電等）,つくば,原
549,石山,男,51,トラック運転手,つくば,六斗
550,池上,男,52,トレーラー・タンクローリー運転手,つくば,小茎
551,堀川,男,53,ミキサー車・ダンプカー運転手,つくば,下岩崎
552,二宮,男,54,ごみ収集・陸送・その他の貨物自動車運転手,つくば,九万坪
553,島崎,男,25,バス運転手,つくば,上岩崎
554,柏木,男,56,タクシー運転手,つくば,房内
555,園田,男,57,役員車・送迎車等の乗用自動車運転手,つくば,若栗
556,奧田,男,58,その他の自動車運転手,つくば,菅間
557,相馬,男,59,フォークリフト運転作業員,つくば,樋の沢
558,平岡,男,60,鉄道・船舶・航空機の運転、その他の輸送,つくば,大井
559,花田,男,22,荷物の配達,つくば,高崎
560,杉原,男,31,ルート集配,つくば,天宝喜
561,加納,男,32,郵便の集配、新聞配達等,つくば,牧園
562,村瀬,男,25,運行管理事務,つくば,宝陽台
563,川野,男,34,出札・旅客・貨物・料金収受係,つくば,城山
564,内海,男,35,ビル・建物の清掃、ハウスクリーニング,つくば,桜が丘
565,片桐,男,23,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,森の里
566,倉田,男,37,フォークリフト運転作業員,つくば,森の里
567,長沢,男,38,倉庫作業,つくば,若葉
568,野沢,男,39,梱包作業,つくば,あしび野
569,河原,男,40,包装、ラベル・シール貼付,つくば,高見原一丁目
570,秋元,男,41,商品等の選別・ピッキング,つくば,高見原二丁目
571,福原,男,42,運搬・積卸・引越作業、港湾荷役作業,つくば,高見原三丁目
572,松野,男,43,工場労務作業員,つくば,高見原四丁目
573,西原,男,44,食堂作業員（洗い場等）,つくば,高見原五丁目
574,越智,男,27,小売店作業員（商品の陳列・補充等）,つくば,富士見台
575,笠井,男,46,学校・病院の用務員、その他の作業員,つくば,自由ケ丘
576,小坂,男,47,稲作、畑作、園芸等,つくば,自由ケ丘
577,田畑,男,48,養畜、動物飼育等,つくば,梅ケ丘
578,北島,男,49,植木職、造園師,つくば,池の台
579,渡邊,男,50,その他の農業,つくば,松の里
580,日野,男,25,林業,つくば,駒込
581,谷本,男,52,漁業,つくば,茎崎
582,吉井,男,53,農業・畜産・林業・水産技術者,つくば,小山
583,深沢,女,54,農学・林学・水産学研究者,つくば,大舟戸
584,千田,男,23,一般事務,つくば,細見
585,西沢,男,56,事務補助,つくば,泊崎
586,相沢,男,57,総務事務,つくば,明神
587,徳田,女,58,人事事務,つくば,稲荷川
588,原口,男,59,秘書,つくば,西ノ沢
589,米山,男,60,受付・案内事務,つくば,稲荷原
590,細谷,男,30,医療事務・受付,つくば,池向
591,小柳,男,31,調剤薬局事務,つくば,鷹野原
592,新谷,女,25,護事務,つくば,中山
593,田上,女,33,会計・経理事務,つくば,西大井
594,今泉,男,34,営業事務,つくば,和台原
595,浜野,男,35,販売事務,つくば,学園の森一丁目
596,菅,男,36,金融,つくば,学園の森二丁目
597,森岡,男,37,保険事務,つくば,学園の森三丁目
598,小嶋,男,30,貿易事務,つくば,研究学園一丁目
599,畑中,男,31,企画事務,つくば,研究学園二丁目
600,浅見,男,32,マーケティング,つくば,研究学園三丁目
601,磯部,女,33,生産・工程管理事務,つくば,研究学園四丁目
602,大井,男,34,出荷・受荷事務,つくば,研究学園五丁目
603,秋田,男,35,運行管理事務,つくば,研究学園六丁目
604,芳賀,男,36,郵便事務,つくば,研究学園七丁目
605,相原,男,37,旅客・料金収受係,つくば,学園南一丁目
606,荻原,女,38,データ入力等ＰＣ操作,つくば,学園南二丁目
607,細田,男,39,コールセンターオペレーター,つくば,学園南三丁目
608,坪井,男,40,テレアポ等,つくば,香取台Ａ
609,植木,男,41,集金・検針・調査等の外勤事務,つくば,香取台Ｂ
610,大崎,女,42,法人・団体の役員・管理職等,つくば,諏訪Ｃ
611,白川,女,43,不動産営業,つくば,諏訪Ｄ
612,皆川,男,44,金融・保険営業,つくば,諏訪Ｅ
613,岸田,男,45,飲食料品販売営業,つくば,陣場Ｄ
614,中本,男,22,機械器具・電気器具販売営業,つくば,陣場Ｅ
615,三谷,女,47,自動車販売営業,つくば,陣場Ｆ
616,福山,男,48,製品受注営業,つくば,陣場Ｇ
617,平林,男,49,通信・情報システム営業,つくば,みどりの一丁目
618,島村,男,50,化学品販売営業、医薬品営業,つくば,みどりの二丁目
619,辻本,男,51,広告営業、会員勧誘、その他の営業,つくば,みどりの中央
620,川瀬,男,52,テレフォンアポインター,つくば,みどりの東
621,浜口,男,20,スーパー・百貨店販売店員,つくば,みどりの南
622,畑,男,54,レジ係,つくば,台町一丁目
623,木原,男,55,コンビニエンスストア店員,つくば,台町二丁目
624,大友,男,26,衣料品販売店員,つくば,台町三丁目
625,古屋,男,57,飲食料品販売店員,つくば,春風台
626,塩田,男,58,医薬品・化粧品販売店員,つくば,流星台
627,遠山,女,59,自動車販売店員,つくば,さくらの森
628,河内,男,60,電気機器販売店員,つくば,かみかわ
629,神山,男,30,ガソリンスタンド販売員,つくば,高山
630,齊藤,女,23,その他の小売店販売員,つくば,万博公園西
631,三橋,男,32,小売店作業員（商品の陳列・補充等）,つくば,谷田部
632,中里,男,33,店長（小売、卸売）,つくば,谷田部字瑞穂
